ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,36.465,-0.48,35.0,0.057,0.072,14168.0,116549.0,3.189,12.102,0.699,0.467,2.7365610503515417e-05,0.0008541499114076952,0.12156260456975178,2.026,1.547,1.31,1.05,0.17,6.153,4.143,1.586,2.613,2.607,0.638,4.086
230428,36.465,-0.48,35.0,1.079,1.171,1777.0,10752.0,7.721,4.333,0.131,0.23,0.0007180695047832672,0.002438377271318408,0.16527157738095238,1.468,0.989,1.484,2.12,0.739,2.871,2.972,1.837,1.618,68.0,0.432,157.313
230505,36.465,-0.48,35.0,0.072,0.212,925.0,9025.0,2.56,4.936,0.15,0.122,0.00028360883937846254,0.005336252958720438,0.10249307479224377,1.084,1.141,0.95,0.51,0.177,2.862,0.1,1.721,0.058,0.75,0.633,1.185
230512,36.465,-0.48,50.0,4.224,1.505,309.0,756.0,1.839,-1.705,0.245,0.136,0.002433054528614834,-0.00551799868685528,0.4087301587301587,2.531,1.005,2.518,5.14,2.09,2.461,1.5,1.344,1.116,1.167,0.455,2.567
230519,36.465,-0.48,55.0,0.129,0.629,43060.0,184431.0,0.737,-5.38,0.414,0.117,3.997721528901758e-06,-0.00012495108433363325,0.23347484967277735,42.615,3.26,13.071,12.63,1.421,8.89,0.125,0.676,0.185,956.615,1.63,586.737
230526,36.465,-0.48,35.0,1.411,0.91,99.0,227.0,-2.003,0.134,-1.105,0.114,-0.008824510874475154,0.0013539649793836773,0.43612334801762115,0.412,0.097,4.262,1.33,0.042,31.667,0.5,0.22,2.269,2.0,0.083,24.0
230616,36.465,-0.48,45.0,2.959,0.25,12970.0,49718.0,-2.815,-8.179,0.105,0.102,-5.662336995449237e-05,-0.0006306456871532712,0.26087131421215654,1.209,1.767,0.684,1.52,4.151,0.367,1.0,1.598,0.626,1.736,2.879,0.603
230818,36.465,-0.48,55.0,2.815,1.239,10004.0,31996.0,1.331,-4.094,0.115,0.103,4.1584744182195244e-05,-0.0004092632628345148,0.3126640830103763,1.595,1.823,0.875,1.01,8.095,0.125,5.0,1.138,4.392,0.016,2.474,0.007
231117,36.465,-0.48,45.0,0.276,1.832,257.0,645.0,0.592,2.341,0.13,-0.798,0.0009182788710483304,0.009107803399349468,0.3984496124031008,1.667,1.867,0.893,0.25,3.431,0.073,1.0,1.331,0.751,3.0,2.683,1.118
240119,36.465,-0.48,65.0,26.458,0.227,13476.0,75045.0,1.841,-30.961,0.178,0.13,2.4537721353190657e-05,-0.0022975142848806586,0.1795722566460124,1.289,1.257,1.026,6.96,6.16,1.13,1.0,1.314,0.761,9.0,1.097,8.208
250117,36.465,-0.48,70.0,0.03,0.554,2908.0,30784.0,0.84,0.231,-0.472,0.151,2.7293723179743758e-05,7.943059551338705e-05,0.09446465696465696,0.768,4.434,0.173,0.21,0.489,0.429,0.012,0.42,0.029,0.5,4.105,0.122
250620,36.465,-0.48,60.0,0.003,1.568,59.0,1862.0,-0.17,-0.12,-0.048,-0.772,-9.122106632023708e-05,-0.0020399086231296325,0.03168635875402793,7.694,29.525,0.261,0.5,1.185,0.422,1.0,7.0,0.143,1.0,0.905,1.105
251219,36.465,-0.48,40.0,0.056,0.068,238.0,4088.0,1.604,0.802,0.166,0.089,0.0003923798680912023,0.003369423943527609,0.05821917808219178,2.143,12.905,0.166,1.0,1.559,0.641,0.5,9.0,0.056,0.286,0.167,1.714
