ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,32.71,-0.3,40.0,638.516,0.527,37213.0,115013.0,-28.471,-81.568,-0.906,-0.186,-0.00024754315459855626,-0.0021919332321282217,0.32355472859589784,0.454,1.037,0.438,7.41,40.579,0.183,0.3,2.258,0.133,0.124,2.087,0.059
230428,32.71,-0.3,32.0,20.782,0.184,1742.0,9408.0,-3.332,-13.762,0.003,-0.031,-0.0003541707439811864,-0.007899980401478183,0.18516156462585034,0.234,0.487,0.48,0.79,2.986,0.265,0.013,1.642,0.008,0.231,2.618,0.088
230505,32.71,-0.3,36.0,786.627,0.028,1061.0,7908.0,-1.974,-9.323,-0.033,-0.007,-0.00024957374429968043,-0.008787252637915292,0.13416793120890239,1.777,0.481,3.696,17.56,38.296,0.458,3.0,0.47,6.383,10.5,5.114,2.053
230512,32.71,-0.3,35.0,2428.523,0.132,447.0,2351.0,-1.011,-7.15,-0.035,-0.005,-0.0004301235033795458,-0.01599539338865003,0.1901318587834964,1.297,0.321,4.044,30.27,33.385,0.907,7.143,0.721,9.906,3.922,3.679,1.066
230519,32.71,-0.3,40.0,20.866,0.103,20139.0,80513.0,4.11,-1.379,-0.044,-0.004,5.105165700628316e-05,-6.849642615657115e-05,0.25013351881062684,6.235,1.424,4.379,21.25,8.715,2.439,0.6,0.999,0.6,0.353,2.681,0.132
230602,32.71,-0.3,30.0,0.208,0.909,29.0,80.0,-0.01,0.017,-0.016,0.005,-0.00012817254638671782,0.0005724619477370681,0.3625,2.286,0.569,4.02,0.6,0.45,1.333,2.6,1.0,2.6,1.5,0.29,5.167
230616,32.71,-0.3,37.5,8.253,1.695,2873.0,7134.0,0.169,-1.339,0.026,0.013,2.3715694032866394e-05,-0.0004661078792244061,0.4027193720213064,0.787,1.101,0.714,0.84,8.513,0.099,0.078,0.428,0.183,10.0,1.735,5.764
230721,32.71,-0.3,42.5,6.001,0.154,10507.0,39004.0,1.468,-1.509,0.021,0.029,3.763098040625635e-05,-0.00014362597437831616,0.2693826274228284,1.348,1.067,1.264,2.08,4.145,0.502,1.0,2.213,0.452,0.591,2.032,0.291
231020,32.71,-0.3,37.5,7.733,0.475,4039.0,11605.0,1.764,-0.609,0.067,0.07,0.00015197365258778542,-0.00015070227573637458,0.3480396380870315,0.367,1.465,0.25,1.14,3.643,0.313,30.0,1.252,23.964,2.0,10.133,0.197
240119,32.71,-0.3,60.0,6.97,0.289,23620.0,63069.0,5.533,-1.196,0.087,0.083,8.772584923961635e-05,-5.062128217860248e-05,0.37451045680128114,4.596,1.148,4.004,3.6,10.226,0.352,0.5,0.471,1.062,20.0,6.474,3.089
250117,32.71,-0.3,50.0,5.947,2.965,5022.0,9394.0,2.749,-0.829,0.149,0.122,0.00029263316449495725,-0.00016510419583519963,0.5345965509899936,1.851,1.618,1.144,2.73,6.518,0.419,0.25,0.989,0.253,1.0,2.041,0.49
