ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,411.88,0.0,410.0,0.091,0.235,684171.0,4721327.0,7.824,100.783,0.035,0.015,1.6571535507899061e-06,0.0001473064830641212,0.14491074225530237,1.126,2.911,0.387,1.19,0.251,4.733,4.044,1.057,3.825,0.69,1.135,0.608
230424,411.88,0.0,414.0,1.468,0.357,33796.0,223755.0,4.088,7.088,0.013,0.011,1.8272039022827356e-05,0.0002097296075034189,0.1510402002189895,1.033,1.134,0.911,0.87,1.972,0.442,0.091,1.084,0.084,0.592,0.702,0.844
230425,411.88,0.0,414.0,1.312,1.332,39710.0,145615.0,2.375,4.391,0.013,0.012,1.631248468410118e-05,0.00011057404260724231,0.27270542183154206,0.878,0.861,1.02,0.79,1.247,0.637,0.094,1.105,0.085,0.65,0.733,0.887
230426,411.88,0.0,414.0,1.189,1.143,29440.0,104474.0,1.388,2.489,0.015,0.015,1.3286642393018015e-05,8.454996096569561e-05,0.2817925991155694,1.088,1.31,0.831,0.9,1.883,0.478,0.07,1.383,0.051,0.963,1.061,0.908
230427,411.88,0.0,410.0,2.027,0.572,14909.0,60021.0,1.377,2.756,0.021,0.021,2.2935875489233034e-05,0.00018482296660613448,0.248396394595225,0.766,0.991,0.773,0.84,1.835,0.457,0.722,1.048,0.689,0.766,0.424,1.806
230428,411.88,0.0,410.0,0.083,0.643,110475.0,949551.0,14.847,29.347,0.022,0.021,1.563529145882069e-05,0.00026564810187431937,0.11634446175086963,2.11,2.355,0.896,0.91,0.457,1.98,3.382,6.335,0.534,0.822,1.489,0.552
230505,411.88,0.0,415.0,0.379,1.109,162577.0,844173.0,8.294,19.129,0.026,0.027,9.825488003004073e-06,0.00011766376036101592,0.19258730141807426,1.192,2.357,0.506,1.76,0.607,2.895,0.19,0.485,0.391,2.24,1.097,2.042
230512,411.88,0.0,418.0,0.188,0.819,57058.0,312532.0,5.007,9.545,0.031,0.03,1.6020074325639043e-05,0.00016728960994014583,0.18256690514891274,1.218,2.097,0.581,0.58,0.822,0.711,0.038,1.01,0.037,0.967,0.44,2.196
230519,411.88,0.0,410.0,0.039,1.046,526974.0,3249466.0,13.879,34.945,0.035,0.035,4.271204067356007e-06,6.631261703622727e-05,0.16217249234181863,1.365,2.51,0.544,0.4,0.332,1.202,1.376,1.992,0.691,0.605,0.372,1.628
230526,411.88,0.0,417.0,0.269,0.511,38425.0,198360.0,3.914,7.338,0.038,0.037,1.9731918528811267e-05,0.0001909651449388393,0.19371345029239767,1.699,3.087,0.55,1.37,1.029,1.332,0.117,3.524,0.033,2.216,1.286,1.723
230602,411.88,0.0,407.5,0.111,1.344,8343.0,53305.0,2.026,1.914,0.045,0.041,3.800217730224541e-05,0.0002294410859745468,0.15651439827408312,4.221,0.989,4.267,0.87,0.529,1.651,118.0,0.188,627.521,0.311,0.184,1.686
230616,411.88,0.0,420.0,0.05,0.871,630443.0,3472893.0,2.327,27.824,0.037,0.039,6.701628505919019e-07,4.413461958124089e-05,0.1815325148226565,2.362,2.022,1.168,0.71,0.34,2.079,0.238,0.828,0.287,1.244,1.662,0.749
230630,411.88,0.0,420.0,0.068,0.561,117481.0,795313.0,1.209,18.085,0.034,0.036,1.5203707816047505e-06,0.00015393723021111196,0.14771668512899952,2.616,2.01,1.302,0.92,0.388,2.368,0.195,0.284,0.687,0.656,1.458,0.45
230721,411.88,0.0,400.0,0.119,3.496,107045.0,774944.0,-1.904,8.352,0.046,0.043,-2.4569491262641106e-06,7.802663677108133e-05,0.13813256183672626,1.851,2.252,0.822,1.08,0.459,2.354,152.452,2.078,73.357,1.588,1.053,1.509
230818,411.88,0.0,400.0,0.029,1.502,83907.0,396107.0,6.148,13.127,0.057,0.053,1.552058268618186e-05,0.000156450671707072,0.21182912697831646,1.364,2.181,0.625,0.13,0.675,0.192,37.429,6.054,6.183,9.167,10.498,0.873
230915,411.88,0.0,400.0,0.196,0.313,173303.0,1179386.0,-0.914,14.223,0.061,0.058,-7.747271976571527e-07,8.207255584038305e-05,0.1469434095368268,3.13,1.821,1.719,2.53,0.441,5.75,15.658,6.395,2.448,27.8,0.307,90.473
230929,411.88,0.0,430.0,0.064,0.6,23269.0,160335.0,5.111,22.329,0.054,0.057,3.1879401391923616e-05,0.0009595967549735484,0.1451273895281754,2.091,1.461,1.431,0.2,0.971,0.208,0.006,1.071,0.006,4.714,1.452,3.247
231020,411.88,0.0,445.0,5.233,6.856,36825.0,248110.0,3.968,12.677,0.064,0.061,1.5992878789995152e-05,0.0003442375122733288,0.14842207085566886,1.885,1.909,0.987,6.13,3.071,1.996,2.0,1.989,1.006,57.225,9.012,6.35
231215,411.88,0.0,430.0,1.003,0.474,184891.0,1339014.0,9.363,22.651,0.067,0.071,6.992696862681939e-06,0.00012251108426477407,0.13807996032901823,1.818,1.449,1.255,1.79,1.479,1.208,19.833,0.944,21.004,4.667,7.0,0.667
231229,411.88,0.0,393.0,0.046,0.33,10450.0,58560.0,8.347,25.045,0.073,0.071,0.00014254526476000176,0.0023966794632761103,0.17844945355191258,2.982,1.326,2.248,0.47,0.387,1.207,0.5,0.081,6.144,8.429,0.588,14.327
240119,411.88,0.0,405.0,0.149,0.109,86600.0,643367.0,-0.775,3.661,0.072,0.07,-1.2039620030201593e-06,4.227830685798347e-05,0.1346043549016347,2.194,1.384,1.585,1.08,0.418,2.582,62.4,1.47,42.451,1.287,0.5,2.573
240315,411.88,0.0,420.0,0.504,0.798,23015.0,143128.0,5.023,12.636,0.08,0.08,3.5093755165011826e-05,0.0005490325298752703,0.16080012296685484,0.148,2.068,0.071,0.13,1.172,0.112,0.222,1.005,0.221,3.2,6.802,0.47
240328,411.88,0.0,350.0,0.434,2.09,920.0,2279.0,2.661,4.775,0.102,0.078,0.0011674999405784326,0.005190375356176624,0.40368582711715667,1.359,0.664,2.048,0.82,0.474,1.739,0.333,0.176,1.889,28.0,0.183,152.814
240621,411.88,0.0,400.0,0.133,0.526,67209.0,457713.0,1.152,7.154,0.085,0.084,2.5159866816361366e-06,0.00010645001792218102,0.14683655478432991,0.849,0.818,1.037,0.26,0.36,0.714,2.444,3.547,0.689,0.405,1.033,0.392
241220,411.88,0.0,400.0,4.31,0.177,59427.0,449961.0,0.534,3.32,0.095,0.094,1.186699189731375e-06,5.5865385611535116e-05,0.1320714461920033,0.792,0.939,0.844,7.04,0.456,15.45,5.4,3.236,1.669,1.0,0.462,2.164
250117,411.88,0.0,450.0,0.871,0.097,10608.0,47889.0,2.743,8.832,0.094,0.089,5.7281461076569824e-05,0.0008325697422746798,0.2215122470713525,3.844,1.221,3.149,5.93,0.69,8.596,0.133,1.722,0.077,2.25,5.686,0.396
250321,411.88,0.0,475.0,0.009,1.5,1283.0,6334.0,4.009,10.75,0.106,0.094,0.0006329708321718597,0.008378762497519107,0.20255762551310388,6.815,3.644,1.87,0.54,0.421,1.275,1.0,1.857,0.538,1.0,1.92,0.521
251219,411.88,0.0,380.0,0.082,0.654,15371.0,41018.0,5.696,11.768,0.095,0.099,0.0001388685462606069,0.0007656087185960997,0.37473791993758837,1.159,0.802,1.445,0.32,0.236,1.369,1.0,1.131,0.884,3.0,0.257,11.684
