ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,59.848,1.58,62.0,7.113,0.142,15163.0,99265.0,103.626,84.543,0.234,0.26,0.0010439304668611168,0.005575591759005267,0.15275273258449604,1.2,0.808,1.485,2.08,3.319,0.626,0.076,0.576,0.133,4.532,2.986,1.518
230428,59.848,1.58,63.0,51.73,0.327,7413.0,31327.0,8.761,1.909,0.094,0.157,0.0002796692922856831,0.00025753856717084856,0.2366329364446005,1.661,0.849,1.955,7.07,10.318,0.686,0.238,2.406,0.099,28.444,2.988,9.521
230505,59.848,1.58,65.0,2.937,0.115,1465.0,8594.0,4.696,0.465,0.091,0.12,0.0005464670084597546,0.00031715057477202645,0.17046776821037934,1.559,1.552,1.005,1.36,5.234,0.26,0.071,0.366,0.195,0.556,21.722,0.026
230512,59.848,1.58,62.0,12.808,0.214,726.0,4116.0,4.232,2.125,0.133,0.119,0.0010281608286450742,0.0029269732817342443,0.17638483965014579,1.367,1.772,0.772,3.84,8.075,0.476,0.5,1.534,0.326,0.429,58.818,0.007
230519,59.848,1.58,65.0,119.941,0.596,5138.0,17868.0,3.846,1.62,0.084,0.111,0.00021525471253712106,0.0003153151509547428,0.2875531676740542,1.173,1.436,0.817,9.43,21.437,0.44,0.652,3.323,0.196,0.292,1.444,0.202
230526,59.848,1.58,60.0,13.358,0.294,151.0,623.0,1.276,-0.571,0.108,0.108,0.0020475473664162817,-0.0037802322731270723,0.24237560192616373,0.695,0.679,1.024,1.83,3.441,0.533,7.75,2.25,3.444,7.75,2.25,3.444
230616,59.848,1.58,65.0,10.531,0.095,12333.0,91232.0,10.966,6.177,0.089,0.102,0.00012020039957475345,0.0005008734600512851,0.1351828305857594,0.629,0.875,0.719,2.23,2.596,0.861,0.889,1.619,0.549,2.286,0.795,2.874
230721,59.848,1.58,70.0,25.004,3.717,7552.0,30953.0,3.964,4.749,0.108,0.093,0.00012805624171658702,0.0006288879137524102,0.24398281265143928,0.318,1.618,0.197,2.67,4.827,0.552,0.05,0.62,0.081,38.0,2.223,17.095
230915,59.848,1.58,70.0,5.676,0.725,8198.0,36920.0,3.16,3.799,0.117,0.103,8.559446317893841e-05,0.000463427576985002,0.22204767063921993,0.331,0.99,0.334,0.97,1.92,0.504,0.079,3.632,0.022,0.012,0.191,0.062
231020,59.848,1.58,65.0,2.618,0.141,1816.0,11449.0,2.055,0.161,0.117,0.118,0.00017952120998601467,8.867850585130836e-05,0.15861647305441523,0.711,1.609,0.442,1.24,2.42,0.511,0.8,0.141,5.691,15.5,3.024,5.126
240119,59.848,1.58,90.0,50.054,0.21,11658.0,65354.0,24.15,-10.294,0.15,0.115,0.0003695220730316904,-0.0008830226159598858,0.17838234844079934,0.482,0.568,0.849,3.86,3.552,1.087,0.062,0.394,0.159,0.236,2.544,0.093
240621,59.848,1.58,65.0,6.934,0.724,1425.0,3890.0,3.149,3.088,0.146,0.143,0.0008096256048599671,0.0021668762888055098,0.36632390745501286,0.345,1.484,0.232,1.62,2.195,0.736,1.0,0.6,1.667,2.5,7.342,0.34
250117,59.848,1.58,80.0,8.788,0.352,6432.0,15079.0,3.434,1.844,0.173,0.143,0.00022770471609937653,0.0002867226117641771,0.42655348497911,0.583,1.11,0.525,1.09,5.227,0.208,0.115,1.268,0.091,0.067,0.256,0.26
