ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,60.01,1.85,62.0,0.882,0.441,14680.0,99265.0,-4.242,-4.797,0.125,-0.125,-4.273653088481589e-05,-0.0003267703681135047,0.1478869692237949,0.438,0.808,0.542,0.2,1.562,0.128,0.088,0.576,0.154,1.816,2.986,0.608
230428,60.01,1.85,63.0,5.452,1.544,6712.0,31327.0,1.252,0.002,0.062,-0.031,3.996362899316082e-05,2.8651750130363525e-07,0.2142560730360392,0.773,0.849,0.91,0.69,5.192,0.133,0.43,2.406,0.179,5.853,2.988,1.959
230505,60.01,1.85,65.0,0.549,1.455,1305.0,8594.0,0.283,0.002,0.125,-0.031,3.295325726887935e-05,1.481306872605364e-06,0.15185012799627648,2.102,1.552,1.354,0.64,2.794,0.23,0.062,0.366,0.169,7.3,21.722,0.336
230512,60.01,1.85,62.0,0.619,0.223,379.0,4116.0,-0.107,0.002,0.031,-0.031,-2.609834810040094e-05,5.1533125824538246e-06,0.09207968901846453,3.147,1.772,1.776,1.25,2.752,0.455,0.5,1.534,0.326,96.0,58.818,1.632
230519,60.01,1.85,65.0,2.111,1.976,4847.0,17868.0,0.252,0.002,0.062,0.002,1.410066070454161e-05,4.008882749638952e-07,0.27126706962167,0.88,1.436,0.612,0.6,4.477,0.133,0.333,3.323,0.1,1.076,1.444,0.746
230526,60.01,1.85,60.0,3.133,0.512,131.0,623.0,-0.139,0.002,0.002,0.002,-0.00022258505342094703,1.4909202051526718e-05,0.2102728731942215,0.582,0.679,0.857,0.76,1.62,0.472,7.75,2.25,3.444,7.75,2.25,3.444
230616,60.01,1.85,65.0,2.234,0.367,12833.0,91232.0,6.105,4.23,0.062,0.002,6.69141198944017e-05,0.00032959305978384285,0.14066336373202384,0.51,0.875,0.583,0.84,1.185,0.71,0.148,1.619,0.092,0.945,0.795,1.188
230721,60.01,1.85,70.0,3.388,8.562,6526.0,30953.0,-1.006,0.244,0.062,0.002,-3.251179506908662e-05,3.73383247359121e-05,0.2108357832843343,0.237,1.618,0.146,0.63,2.057,0.307,0.002,0.62,0.004,0.864,2.223,0.389
230915,60.01,1.85,70.0,2.754,2.893,11565.0,36920.0,0.14,1.202,0.062,0.001,3.7891978948888627e-06,0.00010396943893465602,0.31324485373781147,0.137,0.99,0.139,0.57,0.659,0.86,0.079,3.632,0.022,0.012,0.191,0.062
231020,60.01,1.85,65.0,1.656,0.757,1559.0,11449.0,0.062,-0.0,0.031,-0.0,5.416289512866874e-06,-6.414368184733803e-09,0.1361690977377937,0.487,1.609,0.303,0.95,1.369,0.693,0.007,0.141,0.047,15.5,3.024,5.126
240119,60.01,1.85,90.0,20.55,0.157,10403.0,65354.0,2.534,-14.614,0.125,-0.0,3.8774065735123005e-05,-0.001404809905527693,0.15917923922024665,0.481,0.568,0.846,2.69,2.083,1.293,0.062,0.394,0.159,0.236,2.544,0.093
240621,60.01,1.85,65.0,1.728,0.49,962.0,3890.0,-2.06,-1.56,0.016,-0.0,-0.0005296511994584974,-0.0016217089685134733,0.24730077120822622,0.236,1.484,0.159,0.71,0.854,0.831,1.0,0.6,1.667,2.5,7.342,0.34
250117,60.01,1.85,80.0,2.248,0.824,7967.0,15079.0,-0.588,-0.432,0.062,-0.0,-3.89793956044957e-05,-5.416174346475661e-05,0.5283506863850388,0.583,1.11,0.525,0.92,1.573,0.588,0.115,1.268,0.091,0.067,0.256,0.26
