ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,59.89,1.65,62.0,7.677,0.14,15163.0,99265.0,-4.973,-23.345,-0.047,0.019,-5.0094983873658866e-05,-0.0015395903274263419,0.15275273258449604,1.235,0.808,1.529,2.31,3.319,0.695,0.08,0.576,0.138,4.634,2.986,1.552
230428,59.89,1.65,63.0,51.486,0.34,7413.0,31327.0,2.525,-3.289,0.048,0.017,8.061346436131358e-05,-0.0004436929791835291,0.2366329364446005,1.655,0.849,1.948,7.01,10.318,0.68,0.286,2.406,0.119,30.111,2.988,10.079
230505,59.89,1.65,65.0,1.715,0.198,1465.0,8594.0,1.254,-2.227,0.023,0.018,0.00014596463386974237,-0.0015199762708644404,0.17046776821037934,2.533,1.552,1.632,1.29,5.234,0.246,0.071,0.366,0.195,0.522,21.722,0.024
230512,59.89,1.65,62.0,10.86,0.125,726.0,4116.0,1.011,-0.355,0.019,0.028,0.00024574004800720616,-0.0004882946071151862,0.17638483965014579,1.833,1.772,1.035,4.37,8.075,0.541,3.5,1.534,2.281,0.429,58.818,0.007
230519,59.89,1.65,65.0,127.012,0.674,5138.0,17868.0,1.022,-1.0,0.052,0.028,5.71823996635045e-05,-0.00019472391154525727,0.2875531676740542,1.108,1.436,0.771,9.43,21.437,0.44,0.625,3.323,0.188,0.226,1.444,0.156
230526,59.89,1.65,60.0,13.254,0.291,151.0,623.0,0.596,-1.003,0.082,0.082,0.0009561752294843491,-0.006645218109737172,0.24237560192616373,0.701,0.679,1.032,1.83,3.441,0.533,7.75,2.25,3.444,7.75,2.25,3.444
230616,59.89,1.65,65.0,8.936,0.073,12333.0,91232.0,8.341,3.721,0.057,0.078,9.142386634154975e-05,0.0003017403391141589,0.1351828305857594,0.645,0.875,0.737,1.94,2.596,0.749,3.778,1.619,2.333,2.571,0.795,3.233
230721,59.89,1.65,70.0,33.391,2.792,7552.0,30953.0,2.211,3.185,0.069,0.056,7.143660103435557e-05,0.0004217646180169055,0.24398281265143928,0.353,1.618,0.218,3.95,4.827,0.819,0.05,0.62,0.081,38.0,2.223,17.095
230915,59.89,1.65,70.0,5.964,0.701,8198.0,36920.0,2.666,3.388,0.076,0.085,7.2200577989043e-05,0.0004132776560879941,0.22204767063921993,0.338,0.99,0.342,1.04,1.92,0.542,0.079,3.632,0.022,0.012,0.191,0.062
231020,59.89,1.65,65.0,2.618,0.141,1816.0,11449.0,1.634,-0.122,0.085,0.082,0.00014273202304871736,-6.73696200332985e-05,0.15861647305441523,0.711,1.609,0.442,1.24,2.42,0.511,0.8,0.141,5.691,15.5,3.024,5.126
240119,59.89,1.65,90.0,50.054,0.21,11658.0,65354.0,19.969,-14.273,0.13,0.112,0.0003055437747906176,-0.0012243044863845007,0.17838234844079934,0.482,0.568,0.849,3.86,3.552,1.087,0.062,0.394,0.159,0.236,2.544,0.093
240621,59.89,1.65,65.0,6.934,0.724,1425.0,3890.0,2.966,3.016,0.129,0.12,0.000762382669718529,0.0021168065455386496,0.36632390745501286,0.345,1.484,0.232,1.62,2.195,0.736,1.0,0.6,1.667,2.5,7.342,0.34
250117,59.89,1.65,80.0,8.788,0.352,6432.0,15079.0,3.286,1.78,0.157,0.144,0.00021793368394878123,0.0002768063958960388,0.42655348497911,0.583,1.11,0.525,1.09,5.227,0.208,0.115,1.268,0.091,0.067,0.256,0.26
