ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,60.39,2.49,62.0,1.196,0.844,14680.0,99265.0,-115.089,-129.375,-0.859,-0.855,-0.0011594086855772742,-0.008813003608225477,0.1478869692237949,0.763,0.808,0.944,0.47,1.562,0.302,0.324,0.576,0.563,0.859,2.986,0.288
230428,60.39,2.49,63.0,5.444,0.49,6712.0,31327.0,-11.44,-12.495,-0.282,-0.292,-0.00036519351832709206,-0.001861537737840691,0.2142560730360392,1.429,0.849,1.683,1.27,5.192,0.245,0.25,2.406,0.104,0.382,2.988,0.128
230505,60.39,2.49,65.0,2.437,0.614,1305.0,8594.0,-7.231,-7.221,-0.179,-0.139,-0.0008414336548845854,-0.005533316755155952,0.15185012799627648,0.876,1.552,0.564,1.19,2.794,0.425,8.0,0.366,21.843,7.3,21.722,0.336
230512,60.39,2.49,62.0,2.283,0.061,379.0,4116.0,-4.439,-3.108,-0.078,-0.157,-0.001078577456163827,-0.008201525279827671,0.09207968901846453,0.853,1.772,0.481,1.25,2.752,0.455,0.5,1.534,0.326,0.286,58.818,0.005
230519,60.39,2.49,65.0,7.489,5.198,4847.0,17868.0,-3.703,-3.64,-0.123,-0.103,-0.00020722081737975187,-0.0007509054786425562,0.27126706962167,1.083,1.436,0.754,2.6,4.477,0.581,0.333,3.323,0.1,36.286,1.444,25.136
230526,60.39,2.49,60.0,3.133,0.512,131.0,623.0,-1.176,-0.628,-0.065,-0.065,-0.0018868785778553834,-0.004797035760078719,0.2102728731942215,0.582,0.679,0.857,0.76,1.62,0.472,7.75,2.25,3.444,7.75,2.25,3.444
230616,60.39,2.49,65.0,2.53,0.253,12833.0,91232.0,1.996,-0.661,-0.028,-0.025,2.1879254578289732e-05,-5.153984403346393e-05,0.14066336373202384,0.568,0.875,0.649,1.06,1.185,0.896,0.148,1.619,0.092,0.007,0.795,0.009
230721,60.39,2.49,70.0,2.628,6.496,6526.0,30953.0,-1.46,1.239,-0.042,-0.011,-4.716634661447395e-05,0.00018989761432036282,0.2108357832843343,0.305,1.618,0.189,0.63,2.057,0.307,0.002,0.62,0.004,0.864,2.223,0.389
230915,60.39,2.49,70.0,2.195,2.235,11565.0,36920.0,0.251,2.659,0.028,0.014,6.8045519397938735e-06,0.00022991221999297447,0.31324485373781147,0.172,0.99,0.174,0.57,0.659,0.86,0.079,3.632,0.022,0.012,0.191,0.062
231020,60.39,2.49,65.0,1.656,0.757,1559.0,11449.0,0.196,0.062,0.029,0.033,1.7149806459540198e-05,3.992638666863669e-05,0.1361690977377937,0.487,1.609,0.303,0.95,1.369,0.693,0.007,0.141,0.047,15.5,3.024,5.126
240119,60.39,2.49,90.0,20.55,0.157,10403.0,65354.0,16.708,-15.688,0.059,0.055,0.0002556589687485281,-0.001507993154528507,0.15917923922024665,0.481,0.568,0.846,2.69,2.083,1.293,0.062,0.394,0.159,0.236,2.544,0.093
240621,60.39,2.49,65.0,1.728,0.49,962.0,3890.0,1.632,3.349,0.079,0.063,0.0004196321156950407,0.003481654616135817,0.24730077120822622,0.236,1.484,0.159,0.71,0.854,0.831,1.0,0.6,1.667,2.5,7.342,0.34
250117,60.39,2.49,80.0,2.248,0.824,7967.0,15079.0,2.052,2.122,0.114,0.101,0.0001360739680359222,0.00026638549390993704,0.5283506863850388,0.583,1.11,0.525,0.92,1.573,0.588,0.115,1.268,0.091,0.067,0.256,0.26
