ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,60.322,2.38,62.0,0.584,0.562,14680.0,99265.0,-84.019,-99.275,-0.268,-0.422,-0.0008464148805241966,-0.006762621163599497,0.1478869692237949,0.79,0.808,0.978,0.24,1.562,0.153,0.194,0.576,0.336,1.704,2.986,0.571
230428,60.322,2.38,63.0,9.614,0.202,6712.0,31327.0,-3.819,-6.346,-0.111,-0.081,-0.00012190245072079848,-0.0009455004748229611,0.2142560730360392,0.918,0.849,1.08,1.44,5.192,0.278,0.2,2.406,0.083,8.0,2.988,2.678
230505,60.322,2.38,65.0,1.05,0.257,1305.0,8594.0,-1.648,-2.687,-0.062,-0.059,-0.00019170765472618052,-0.0020590380784542613,0.15185012799627648,2.033,1.552,1.31,1.19,2.794,0.425,4.0,0.366,10.921,7.3,21.722,0.336
230512,60.322,2.38,62.0,3.894,0.142,379.0,4116.0,-0.598,0.13,-0.026,-0.045,-0.00014526070790341788,0.00034335668880895026,0.09207968901846453,1.596,1.772,0.901,4.0,2.752,1.453,0.5,1.534,0.326,0.286,58.818,0.005
230519,60.322,2.38,65.0,18.426,0.766,4847.0,17868.0,-0.67,-0.908,-0.035,-0.001,-3.7519452001308206e-05,-0.00018727251553796165,0.27126706962167,0.405,1.436,0.282,2.39,4.477,0.534,66.5,3.323,20.012,0.077,1.444,0.053
230526,60.322,2.38,60.0,3.157,0.516,131.0,623.0,-0.232,0.011,-0.024,-0.024,-0.0003722813393484177,8.386426153983864e-05,0.2102728731942215,0.578,0.679,0.851,0.76,1.62,0.472,7.75,2.25,3.444,7.75,2.25,3.444
230616,60.322,2.38,65.0,5.671,0.393,12833.0,91232.0,4.644,1.787,0.021,0.023,5.0904807683167966e-05,0.00013921702210533258,0.14066336373202384,0.526,0.875,0.601,2.2,1.185,1.859,0.148,1.619,0.092,6.0,0.795,7.544
230721,60.322,2.38,70.0,5.292,10.725,6526.0,30953.0,1.697,4.149,0.034,0.033,5.483351585973089e-05,0.0006357706903381065,0.2108357832843343,0.284,1.618,0.176,1.18,2.057,0.575,1.0,0.62,1.613,38.0,2.223,17.095
230915,60.322,2.38,70.0,0.52,0.484,11565.0,36920.0,1.212,3.4,0.056,0.053,3.2831847549388925e-05,0.0002939707743722642,0.31324485373781147,0.727,0.99,0.734,0.57,0.659,0.86,0.079,3.632,0.022,0.012,0.191,0.062
231020,60.322,2.38,65.0,1.994,0.629,1559.0,11449.0,0.859,0.521,0.072,0.062,7.499641817619179e-05,0.00033417632058310536,0.1361690977377937,0.405,1.609,0.252,0.95,1.369,0.693,0.007,0.141,0.047,15.5,3.024,5.126
240119,60.322,2.38,90.0,20.712,0.157,10403.0,65354.0,15.929,-16.711,0.096,0.083,0.00024373383785252124,-0.0016063834479743675,0.15917923922024665,0.477,0.568,0.839,2.69,2.083,1.293,0.062,0.394,0.159,0.236,2.544,0.093
240621,60.322,2.38,65.0,2.057,0.411,962.0,3890.0,2.15,3.728,0.108,0.098,0.0005525744569283216,0.0038750165543585957,0.24730077120822622,0.345,1.484,0.232,1.23,0.854,1.444,1.0,0.6,1.667,2.5,7.342,0.34
250117,60.322,2.38,80.0,2.248,0.824,7967.0,15079.0,2.522,2.451,0.122,0.116,0.00016724898445012515,0.0003076012409833139,0.5283506863850388,0.583,1.11,0.525,0.92,1.573,0.588,0.115,1.268,0.091,0.067,0.256,0.26
