Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,AwesomeOsc,RSI
2023-04-27 09:30:00-04:00,407.0,407.1700134277344,406.739990234375,406.82000732421875,2623874,0.0,0.0,0.0,1.7830902099609602,88.1149830549099
2023-04-27 09:31:00-04:00,406.82000732421875,406.92999267578125,406.739990234375,406.80999755859375,330169,0.0,0.0,0.0,1.2470825195312614,87.76277462754926
2023-04-27 09:32:00-04:00,406.8299865722656,407.04998779296875,406.8299865722656,406.989990234375,250375,0.0,0.0,0.0,0.9340789794921989,88.77158464923504
2023-04-27 09:33:00-04:00,407.0,407.05999755859375,406.75,406.8299865722656,306901,0.0,0.0,0.0,0.46604309082033524,81.32219605071364
2023-04-27 09:34:00-04:00,406.8299865722656,407.0899963378906,406.82000732421875,407.0299987792969,317043,0.0,0.0,0.0,0.03700561523436363,83.48739955884832
2023-04-27 09:35:00-04:00,407.0400085449219,407.2099914550781,406.989990234375,407.19000244140625,321035,0.0,0.0,0.0,0.15299682617188637,85.20269512517427
2023-04-27 09:36:00-04:00,407.19000244140625,407.29998779296875,407.05999755859375,407.260009765625,360039,0.0,0.0,0.0,0.16399841308594887,85.99817935076805
2023-04-27 09:37:00-04:00,407.25,407.3999938964844,407.19500732421875,407.25,281139,0.0,0.0,0.0,0.21000366210938637,85.17976015657881
2023-04-27 09:38:00-04:00,407.260009765625,407.3876953125,407.19000244140625,407.3299865722656,235270,0.0,0.0,0.0,0.12458190917971024,86.4662541317413
2023-04-27 09:39:00-04:00,407.3399963378906,407.40020751953125,407.2300109863281,407.29998779296875,208375,0.0,0.0,0.0,0.07882080078127274,83.08504604228031
2023-04-27 09:40:00-04:00,407.29998779296875,407.5299987792969,407.2749938964844,407.3900146484375,366317,0.0,0.0,0.0,0.10570678710939774,85.24890098435391
2023-04-27 09:41:00-04:00,407.3900146484375,407.3900146484375,407.19500732421875,407.2099914550781,202302,0.0,0.0,0.0,-0.02678222656248863,64.594260229298
2023-04-27 09:42:00-04:00,407.20001220703125,407.260009765625,406.8599853515625,406.9100036621094,446725,0.0,0.0,0.0,-0.21179504394530113,42.928971696420575
2023-04-27 09:43:00-04:00,406.8999938964844,407.0299987792969,406.8500061035156,407.0199890136719,253406,0.0,0.0,0.0,-0.26202087402344887,50.532752237632366
2023-04-27 09:44:00-04:00,407.0400085449219,407.1099853515625,406.8999938964844,406.94000244140625,203629,0.0,0.0,0.0,-0.135009765625,45.07356447345056
2023-04-27 09:45:00-04:00,406.95001220703125,407.04998779296875,406.8299865722656,406.9100036621094,250320,0.0,0.0,0.0,-0.10751037597657387,42.9007793887423
2023-04-27 09:46:00-04:00,407.0199890136719,407.1300048828125,406.8599853515625,407.0199890136719,176362,0.0,0.0,0.0,0.007000732421886369,53.23264898845855
2023-04-27 09:47:00-04:00,407.0299987792969,407.1000061035156,406.9200134277344,407.07000732421875,156701,0.0,0.0,0.0,0.032012939453125,57.59453898908768
2023-04-27 09:48:00-04:00,407.0799865722656,407.1400146484375,406.9700012207031,407.0899963378906,143189,0.0,0.0,0.0,0.05401000976564774,59.48230859598991
2023-04-27 09:49:00-04:00,407.1000061035156,407.19000244140625,407.0120849609375,407.18548583984375,124103,0.0,0.0,0.0,0.08083496093752274,67.9911673224816
2023-04-27 09:50:00-04:00,407.19000244140625,407.4800109863281,407.19000244140625,407.25,416970,0.0,0.0,0.0,0.2357940673828125,72.8128604812417
2023-04-27 09:51:00-04:00,407.25,407.3599853515625,407.1700134277344,407.29998779296875,122014,0.0,0.0,0.0,0.111785888671875,76.27437614707955
2023-04-27 09:52:00-04:00,407.2900085449219,407.4200134277344,407.2300109863281,407.3949890136719,191133,0.0,0.0,0.0,0.10879821777342613,81.7840885323921
2023-04-27 09:53:00-04:00,407.3900146484375,407.7099914550781,407.3800048828125,407.6099853515625,323635,0.0,0.0,0.0,0.23078613281251137,89.00626847314471
2023-04-27 09:54:00-04:00,407.6099853515625,407.7200012207031,407.5751953125,407.69140625,152831,0.0,0.0,0.0,0.2240753173828125,90.74357188107965
2023-04-27 09:55:00-04:00,407.69500732421875,407.8500061035156,407.69500732421875,407.80999755859375,427001,0.0,0.0,0.0,0.26148376464846024,92.81172323501136
2023-04-27 09:56:00-04:00,407.80999755859375,407.80999755859375,407.6400146484375,407.760009765625,188284,0.0,0.0,0.0,0.12198181152342613,83.03645265452167
2023-04-27 09:57:00-04:00,407.75799560546875,407.80999755859375,407.44000244140625,407.4977111816406,265071,0.0,0.0,0.0,-0.03802185058594887,49.11002634623036
2023-04-27 09:58:00-04:00,407.4949951171875,407.5899963378906,407.3699951171875,407.42999267578125,287616,0.0,0.0,0.0,-0.17002563476563637,43.389041262437765
2023-04-27 09:59:00-04:00,407.42999267578125,407.6099853515625,407.42999267578125,407.57000732421875,188554,0.0,0.0,0.0,-0.10451049804686363,56.489136907184054
2023-04-27 10:00:00-04:00,407.6099853515625,407.69000244140625,407.510009765625,407.6099853515625,159379,0.0,0.0,0.0,0.010006713867198869,59.80857985008116
2023-04-27 10:01:00-04:00,407.6199951171875,407.7799987792969,407.42999267578125,407.57000732421875,300516,0.0,0.0,0.0,0.03899841308594887,54.60163289214926
2023-04-27 10:02:00-04:00,407.57000732421875,407.739990234375,407.5487976074219,407.7200012207031,200023,0.0,0.0,0.0,0.07451782226564774,67.76376436538965
2023-04-27 10:03:00-04:00,407.7149963378906,407.8399963378906,407.7149963378906,407.7699890136719,160616,0.0,0.0,0.0,0.14812011718748863,71.23761596017154
2023-04-27 10:04:00-04:00,407.7799987792969,407.80999755859375,407.57000732421875,407.69000244140625,244082,0.0,0.0,0.0,0.02662353515626137,58.605683106014105
2023-04-27 10:05:00-04:00,407.70001220703125,407.739990234375,407.6099853515625,407.635009765625,113599,0.0,0.0,0.0,-0.003387451171875,50.85574504668759
2023-04-27 10:06:00-04:00,407.6499938964844,407.672607421875,407.44500732421875,407.5299987792969,249424,0.0,0.0,0.0,-0.11033020019533524,38.65462153517338
2023-04-27 10:07:00-04:00,407.5400085449219,407.6400146484375,407.4601135253906,407.489990234375,100790,0.0,0.0,0.0,-0.10020751953123863,34.690897827682946
2023-04-27 10:08:00-04:00,407.4800109863281,407.7900085449219,407.4599914550781,407.7616882324219,300051,0.0,0.0,0.0,0.005227661132835237,65.08381660248071
2023-04-27 10:09:00-04:00,407.7699890136719,407.7900085449219,407.6499938964844,407.7099914550781,112006,0.0,0.0,0.0,0.09422912597653976,58.597947950926276
2023-04-27 10:10:00-04:00,407.70001220703125,407.7799987792969,407.6600036621094,407.6600036621094,211839,0.0,0.0,0.0,0.08522644042966476,52.29859861924105
2023-04-27 10:11:00-04:00,407.6600036621094,407.7099914550781,407.6000061035156,407.7001037597656,108754,0.0,0.0,0.0,0.0009857177734602374,56.940286190644876
2023-04-27 10:12:00-04:00,407.70001220703125,407.8299865722656,407.69500732421875,407.760009765625,180188,0.0,0.0,0.0,0.06599731445311363,63.56153345517156
2023-04-27 10:13:00-04:00,408.0050048828125,408.010009765625,407.7200012207031,408.0050048828125,183290,0.0,0.0,0.0,0.12050476074216476,79.59861621663566
2023-04-27 10:14:00-04:00,408.010009765625,408.4100036621094,407.9700012207031,408.3999938964844,326278,0.0,0.0,0.0,0.35150146484375,89.18821315529095
2023-04-27 10:15:00-04:00,408.4700012207031,408.4700012207031,408.4700012207031,408.4700012207031,634255,0.0,0.0,0.0,0.48150024414064774,90.20793875989816
2023-04-27 10:16:00-04:00,408.4800109863281,408.510009765625,408.3900146484375,408.3900146484375,269143,0.0,0.0,0.0,0.30250854492186363,79.49933246877299
2023-04-27 10:17:00-04:00,408.2200012207031,408.2200012207031,408.2200012207031,408.2200012207031,347010,0.0,0.0,0.0,-0.019003295898414763,60.43729358658132
2023-04-27 10:18:00-04:00,408.2300109863281,408.32000732421875,408.19000244140625,408.2099914550781,283030,0.0,0.0,0.0,-0.06199951171873863,59.389285419468976
2023-04-27 10:19:00-04:00,408.2099914550781,408.3299865722656,408.1600036621094,408.2601013183594,14759789,0.0,0.0,0.0,-0.0830078125,63.364586929517976
2023-04-27 10:20:00-04:00,408.260009765625,408.2699890136719,408.04998779296875,408.1300048828125,197084,0.0,0.0,0.0,-0.10601196289064774,48.08821317420082
2023-04-27 10:21:00-04:00,408.1300048828125,408.1400146484375,407.9700012207031,407.9700012207031,173292,0.0,0.0,0.0,-0.13199157714842613,35.08458485976274
2023-04-27 10:22:00-04:00,407.9800109863281,408.1300048828125,407.9599914550781,408.1300048828125,186359,0.0,0.0,0.0,-0.10700073242185226,51.48378968777134
2023-04-27 10:23:00-04:00,408.1199951171875,408.1400146484375,408.010009765625,408.0899963378906,86764,0.0,0.0,0.0,-0.04098815917967613,47.71611920020038
2023-04-27 10:24:00-04:00,408.1000061035156,408.1600036621094,408.0299987792969,408.0899963378906,239114,0.0,0.0,0.0,0.008999633789073869,47.71611920020038
2023-04-27 10:25:00-04:00,408.0899963378906,408.1199951171875,407.94500732421875,407.95001220703125,165696,0.0,0.0,0.0,-0.02800292968748863,34.08095805364492
