ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,106.345,0.42,100.0,0.007,0.644,113300.0,359310.0,-25.433,-9.995,-0.25,-0.031,-7.078157427910059e-05,-8.821686163260052e-05,0.3153265982021096,0.35,0.637,0.549,0.03,0.049,0.63,0.489,0.731,0.669,0.183,0.396,0.462
230428,106.345,0.42,102.0,0.141,0.607,14365.0,63687.0,-1.524,6.609,-0.062,-0.008,-2.393525166138446e-05,0.0004600460784200422,0.22555623596652377,0.709,0.807,0.878,0.3,0.272,1.091,1.793,1.605,1.117,0.301,0.475,0.633
230505,106.345,0.42,105.0,0.184,0.491,3928.0,22824.0,-2.5,0.0,-0.016,-0.008,-0.0001095327287066246,3.054989816700614e-08,0.17209954433929198,0.572,1.007,0.568,0.32,0.333,0.958,0.175,2.051,0.086,0.423,0.975,0.434
230512,106.345,0.42,108.0,0.053,3.295,2737.0,12653.0,-1.121,0.0,0.016,-0.004,-8.860211325871338e-05,2.9229082937522846e-08,0.21631233699517902,1.212,0.926,1.308,0.08,0.789,0.096,0.119,0.764,0.156,1.077,0.496,2.17
230519,106.345,0.42,100.0,0.117,1.904,53708.0,198816.0,-2.765,-0.78,-0.062,-0.016,-1.390542406554616e-05,-1.452717723180206e-05,0.27013922420730724,0.139,0.68,0.205,0.16,0.07,2.274,1.081,0.915,1.182,0.886,0.959,0.924
230526,106.345,0.42,105.0,0.259,0.355,998.0,4229.0,-0.715,0.0,-0.016,-0.004,-0.00016903206468727827,6.012024048096193e-08,0.2359895956490896,0.361,0.549,0.657,0.18,0.284,0.632,0.113,2.516,0.045,0.248,0.342,0.726
230602,106.345,0.42,100.0,0.003,0.724,68.0,324.0,-0.43,0.0,-0.031,-0.008,-0.0013261827256944446,4.411764705882355e-07,0.20987654320987653,2.415,2.447,0.987,0.14,0.115,1.178,1.143,2.308,0.495,0.13,0.256,0.509
230616,106.345,0.42,2850.0,3.442,0.954,102931.0,469547.0,36.96,-23.107,0.5,-0.008,7.871387894033608e-05,-0.00022449473486730378,0.21921341207589443,0.365,0.807,0.453,2.47,0.411,5.995,4.0,6.198,0.645,0.645,0.81,0.796
230721,106.345,0.42,95.0,0.017,6.156,16658.0,63692.0,-6.918,-6.238,-0.062,-0.008,-0.00010861525224320202,-0.00037448865066328624,0.2615399108208252,2.157,0.644,3.348,0.17,0.142,1.197,19.6,0.968,20.255,9.315,0.706,13.19
230818,106.345,0.42,100.0,0.021,0.267,3116.0,18357.0,0.194,0.999,-0.031,-0.008,1.0559771083152897e-05,0.00032046699964648185,0.16974451163044071,0.376,1.009,0.373,0.08,0.095,0.865,0.08,2.499,0.032,0.246,0.701,0.352
230915,106.345,0.42,100.0,0.13,0.326,68610.0,294789.0,8.843,1.363,-0.031,-0.008,2.9997633058176916e-05,1.9861074278886598e-05,0.23274274141843826,1.123,0.868,1.293,0.51,0.251,2.022,0.333,1.541,0.216,1.45,0.923,1.572
231020,106.345,0.42,110.0,0.398,0.254,2424.0,13911.0,0.951,2.174,0.016,-0.004,6.839279801126916e-05,0.000896916764262486,0.17425059305585508,2.01,1.071,1.876,1.88,0.456,4.125,1.936,0.498,3.891,21.5,1.222,17.6
231117,106.345,0.42,100.0,0.096,2.903,5422.0,23607.0,-0.148,0.7,-0.016,-0.004,-6.267113112967025e-06,0.00012905754964582947,0.22967763798873217,3.818,0.803,4.755,1.11,0.265,4.197,35.2,0.81,43.431,8.5,0.236,36.066
240119,106.345,0.42,2600.0,3.284,0.43,197039.0,601649.0,27.591,-23.863,0.5,-0.004,4.585961255766331e-05,-0.00012110651160245551,0.3274982589516479,3.171,0.813,3.901,7.92,1.069,7.404,1.0,14.224,0.07,1.583,0.885,1.788
240315,106.345,0.42,90.0,0.294,5.555,3976.0,41556.0,-0.246,0.0,-0.031,-0.004,-5.9219195558403066e-06,0.0,0.09567812108961402,1.063,0.84,1.266,1.21,0.217,5.572,2.0,4.662,0.429,1.0,1.304,0.767
240621,106.345,0.42,90.0,0.017,0.792,79933.0,269012.0,6.873,1.857,-0.031,-0.004,2.554760359112553e-05,2.3234422497665036e-05,0.29713544377202505,3.088,0.581,5.311,0.41,0.076,5.407,1.333,0.298,4.474,1.229,0.258,4.756
240920,106.345,0.42,85.0,0.677,1.554,6962.0,53804.0,0.115,0.564,-0.031,-0.004,2.13945345261418e-06,8.106225386052183e-05,0.12939558397145193,0.063,0.366,0.173,0.08,0.208,0.363,0.003,1.106,0.003,0.333,0.854,0.39
241220,106.345,0.42,95.0,0.003,0.394,2833.0,22147.0,0.316,0.874,-0.016,-0.004,1.4246538358331737e-05,0.0003085620363870361,0.1279180024382535,2.584,1.696,1.524,0.19,0.067,2.792,23.5,3.08,7.631,2.0,0.014,138.933
250117,106.345,0.42,100.0,0.261,2.667,29756.0,115254.0,-2.454,-2.085,-0.016,-0.002,-2.1295683546660563e-05,-7.007883377782856e-05,0.2581775903656272,0.692,0.993,0.697,1.3,0.138,9.461,0.5,0.678,0.737,4.0,0.377,10.596
250620,106.345,0.42,90.0,3.942,0.762,3260.0,16605.0,-1.442,-1.081,-0.031,-0.002,-8.685614691840279e-05,-0.00033156497173660374,0.19632640770852153,0.068,0.588,0.117,1.54,0.103,15.002,0.5,0.139,3.598,0.091,0.423,0.215
251219,106.345,0.42,80.0,0.135,0.35,2021.0,7126.0,-0.646,-0.265,-0.031,-0.002,-9.069531385329138e-05,-0.0001313257002040102,0.28360931799045747,1.396,0.506,2.76,0.61,0.156,3.923,0.333,1.0,0.333,5.75,0.574,10.013
