ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,106.49,0.56,100.0,0.012,1.124,113297.0,359307.0,-23.018,-10.95,-0.25,-0.031,-6.406347516923364e-05,-9.664905326244815e-05,0.31532088158594185,2.722,0.637,4.276,0.41,0.049,8.257,1.5,0.731,2.052,7.143,0.396,18.059
230428,106.49,0.56,102.0,0.029,1.061,14365.0,63687.0,-13.216,5.267,-0.062,-0.524,-0.00020750953201484893,0.00036665707139341505,0.22555623596652377,1.478,0.807,1.831,0.13,0.272,0.465,0.062,1.605,0.039,135.0,0.475,284.075
230505,106.49,0.56,105.0,0.17,0.187,3928.0,22824.0,-11.611,-3.337,-0.438,-0.435,-0.0005087169697758527,-0.0008496642954529183,0.17209954433929198,0.862,1.007,0.856,0.44,0.333,1.331,0.175,2.051,0.086,115.0,0.975,117.919
230512,106.49,0.56,108.0,0.047,2.922,2737.0,12653.0,-4.083,1.688,-0.378,-0.396,-0.0003226673817165396,0.0006168015834263392,0.21631233699517902,1.378,0.926,1.487,0.08,0.789,0.097,0.119,0.764,0.156,1.077,0.496,2.17
230519,106.49,0.56,100.0,0.311,2.2,53708.0,198816.0,-9.104,-4.577,0.324,-0.364,-4.578880300848799e-05,-8.522806422303969e-05,0.27013922420730724,0.507,0.68,0.745,1.53,0.07,21.947,3.0,0.915,3.278,382.5,0.959,398.771
230526,106.49,0.56,105.0,0.259,0.355,998.0,4229.0,-6.118,-2.379,0.152,-0.343,-0.0014465865699910584,-0.002384078895094877,0.2359895956490896,0.361,0.549,0.657,0.18,0.284,0.632,0.113,2.516,0.045,0.248,0.342,0.726
230602,106.49,0.56,100.0,0.003,0.724,68.0,324.0,-0.115,1.11,-0.346,0.146,-0.0003537743123372385,0.016316411402085253,0.20987654320987653,2.415,2.447,0.987,0.14,0.115,1.178,1.143,2.308,0.495,0.13,0.256,0.509
230616,106.49,0.56,2850.0,1.7,0.414,102924.0,469541.0,12.632,-29.347,0.5,-0.318,2.69029550349809e-05,-0.0002851343276963898,0.21920130510434657,0.919,0.807,1.139,3.06,0.411,7.451,4.0,6.198,0.645,0.645,0.81,0.796
230721,106.49,0.56,95.0,0.019,5.775,16658.0,63692.0,-9.564,-7.021,-0.325,0.108,-0.00015016708092766478,-0.0004214791764776766,0.2615399108208252,2.013,0.644,3.125,0.17,0.142,1.21,19.6,0.968,20.255,9.315,0.706,13.19
230818,106.49,0.56,100.0,0.021,0.267,3116.0,18357.0,-1.502,1.537,-0.32,0.132,-8.183822589443482e-05,0.0004931501051152321,0.16974451163044071,0.376,1.009,0.373,0.08,0.095,0.865,0.08,2.499,0.032,0.246,0.701,0.352
230915,106.49,0.56,100.0,0.132,0.331,68610.0,294789.0,0.679,-0.311,-0.31,0.123,2.304969549674859e-06,-4.531393998844859e-06,0.23274274141843826,1.107,0.868,1.275,0.51,0.251,2.022,0.333,1.541,0.216,1.45,0.923,1.572
231020,106.49,0.56,110.0,0.333,0.213,2424.0,13911.0,-1.534,1.093,0.016,-0.008,-0.00011023998070462444,0.0004510926088641583,0.17425059305585508,2.402,1.071,2.242,1.88,0.456,4.125,1.936,0.498,3.891,21.5,1.222,17.6
231117,106.49,0.56,100.0,0.096,2.903,5422.0,23607.0,4.268,5.205,-0.303,-0.004,0.00018077415381957681,0.0009600369259318228,0.22967763798873217,3.818,0.803,4.755,1.11,0.265,4.197,35.2,0.81,43.431,8.5,0.236,36.066
240119,106.49,0.56,2600.0,3.284,0.43,197039.0,601649.0,19.146,-24.741,0.5,-0.004,3.182259883358071e-05,-0.00012556241623297367,0.3274982589516479,3.171,0.813,3.901,7.92,1.069,7.404,1.0,14.224,0.07,1.583,0.885,1.788
240315,106.49,0.56,90.0,0.294,5.555,3976.0,41556.0,2.462,0.274,0.103,0.096,5.925444507956882e-05,6.894785284276484e-05,0.09567812108961402,1.063,0.84,1.266,1.21,0.217,5.572,2.0,4.662,0.429,1.0,1.304,0.767
240621,106.49,0.56,90.0,0.017,0.792,79933.0,269012.0,-7.519,0.755,-0.389,0.194,-2.7950228033598513e-05,9.445469911037116e-06,0.29713544377202505,3.088,0.581,5.311,0.41,0.076,5.407,1.333,0.298,4.474,1.229,0.258,4.756
240920,106.49,0.56,85.0,0.677,1.554,6962.0,53804.0,-2.806,0.352,-0.433,-0.004,-5.2150595890935954e-05,5.059758178395344e-05,0.12939558397145193,0.063,0.366,0.173,0.08,0.208,0.363,0.003,1.106,0.003,0.333,0.854,0.39
241220,106.49,0.56,95.0,0.003,0.394,2833.0,22147.0,-0.762,1.281,-0.375,-0.348,-3.4423737427975806e-05,0.00045229375998796307,0.1279180024382535,2.584,1.696,1.524,0.19,0.067,2.792,23.5,3.08,7.631,2.0,0.014,138.933
250117,106.49,0.56,100.0,0.261,2.667,29756.0,115254.0,-4.037,-2.831,-0.016,-0.004,-3.502387563195169e-05,-9.514410299677284e-05,0.2581775903656272,0.692,0.993,0.697,1.3,0.138,9.461,0.5,0.678,0.737,4.0,0.377,10.596
250620,106.49,0.56,90.0,3.942,0.762,3260.0,16605.0,-5.344,-2.0,-0.031,-0.004,-0.00032182720269097214,-0.0006135969960967456,0.19632640770852153,0.068,0.588,0.117,1.54,0.103,15.002,0.5,0.139,3.598,0.091,0.423,0.215
251219,106.49,0.56,80.0,0.135,0.35,2021.0,7126.0,2.872,1.783,0.513,0.506,0.00040299416489859423,0.0008819957425486979,0.28360931799045747,1.396,0.506,2.76,0.61,0.156,3.923,0.333,1.0,0.333,5.75,0.574,10.013
