ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,163.68,0.42,180.0,2.659,0.874,293850.0,1639215.0,-376.962,-507.925,-1.078,-0.505,-0.000229964873052341,-0.001728516772716419,0.17926263485875862,0.924,0.699,1.322,0.74,2.316,0.32,0.464,0.958,0.485,1.439,1.703,0.845
230428,163.68,0.42,170.0,22.592,0.514,71079.0,364694.0,-49.137,-48.879,-0.169,-0.156,-0.00013473499240210091,-0.0006876735799691188,0.19490038223826003,1.007,0.727,1.387,2.76,5.993,0.461,0.451,0.787,0.573,1.423,1.874,0.759
230505,163.68,0.42,180.0,73.696,0.366,31140.0,130959.0,-28.937,-42.061,-0.128,-0.085,-0.0002209586864544229,-0.0013507107151940455,0.23778434471857604,1.175,0.815,1.442,7.1,9.946,0.714,0.033,0.817,0.041,1.955,1.495,1.308
230512,163.68,0.42,185.0,19.088,0.301,10569.0,55722.0,-15.284,-23.776,-0.113,-0.075,-0.00027428734158944175,-0.0022496322850416757,0.18967373748250244,0.573,0.821,0.698,1.25,7.161,0.175,0.047,0.276,0.169,0.555,1.515,0.366
230519,163.68,0.42,200.0,29.886,0.88,191919.0,622986.0,-9.407,-14.172,-0.126,-0.06,-1.509933866898554e-05,-7.384453318925653e-05,0.30806310254163016,1.951,1.126,1.733,14.85,4.423,3.357,0.038,0.532,0.071,0.331,1.413,0.235
230526,163.68,0.42,175.0,2.857,0.606,5195.0,33030.0,-1.871,-2.966,-0.031,-0.037,-5.663111499089959e-05,-0.0005710067305505223,0.15728125946109597,1.406,1.598,0.88,3.75,1.713,2.187,1.305,0.665,1.961,0.549,1.525,0.36
230602,163.68,0.42,170.0,16.234,0.461,2340.0,12689.0,-1.217,-3.625,-0.028,-0.033,-9.593616659660584e-05,-0.001549311947553586,0.18441169516904404,0.979,0.869,1.127,4.25,3.247,1.309,0.154,0.278,0.554,0.118,2.338,0.051
230616,163.68,0.42,200.0,73.392,0.661,305412.0,1471901.0,24.799,-41.01,-0.015,-0.017,1.6848355786755192e-05,-0.00013427900775623988,0.2074949334228321,5.288,0.732,7.225,92.61,3.067,30.19,0.035,0.707,0.049,2.537,1.478,1.716
230721,163.68,0.42,200.0,11.752,0.265,102684.0,392070.0,1.009,3.188,0.011,0.007,2.5737752756565056e-06,3.104572552179485e-05,0.2619022113398118,1.286,0.994,1.293,4.61,3.258,1.416,0.573,0.908,0.632,0.053,2.403,0.022
230818,163.68,0.42,120.0,0.938,1.513,45951.0,102900.0,-0.733,-4.166,0.016,0.02,-7.123414951394864e-06,-9.065232902882666e-05,0.4465597667638484,0.861,0.829,1.038,0.92,0.732,1.251,0.098,0.126,0.779,0.118,11.202,0.011
230915,163.68,0.42,200.0,71.383,0.338,177450.0,881001.0,63.323,2.349,0.016,0.038,7.187583198349009e-05,1.3238358687172174e-05,0.20141861359975755,4.268,0.673,6.344,46.52,4.406,10.558,1.589,1.448,1.098,0.026,3.959,0.007
231020,163.68,0.42,220.0,96.833,0.393,32800.0,81730.0,6.307,2.84,0.031,0.047,7.716692677988761e-05,8.657471505141854e-05,0.4013214242016395,1.365,1.674,0.815,7.2,30.752,0.234,0.462,1.319,0.35,33.71,5.282,6.381
231117,163.68,0.42,205.0,19.87,0.668,20060.0,55864.0,11.888,2.785,0.053,0.057,0.00021280218483024714,0.0001388196844859708,0.3590863525705284,1.99,1.927,1.032,5.99,12.712,0.472,0.429,1.17,0.366,6.0,4.847,1.238
231215,163.68,0.42,190.0,2.18,0.397,54455.0,255222.0,8.138,2.265,0.056,0.063,3.1885157780338976e-05,4.1593816628130894e-05,0.21336326805682895,0.323,1.157,0.279,0.55,1.49,0.367,1.167,0.998,1.169,0.061,1.511,0.04
240119,163.68,0.42,180.0,67.454,0.659,493826.0,2172791.0,60.764,-17.555,0.063,0.07,2.7965977415979954e-05,-3.554817492537993e-05,0.22727726688853184,8.051,0.564,14.269,103.4,2.964,34.89,4.56,0.497,9.174,0.75,16.367,0.046
240315,163.68,0.42,200.0,12.546,0.684,104843.0,300013.0,37.183,12.148,0.075,0.078,0.00012393918367368395,0.00011586636762610915,0.3494615233339889,2.746,1.122,2.447,10.65,3.633,2.93,0.059,0.91,0.065,0.417,25.26,0.016
