ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,3.85,-0.77,3.5,962.394,5.165,44752,265773,-29.875,-35.125,-0.625,-0.094,-0.00011240802205676936,-0.0007848829709251823,0.16838429787826453,0.432,0.252,1.715,42.53,2.457,17.309,19.75,1.187,16.634,0.147,0.255,0.575
230428,3.85,-0.77,3.5,22.192,0.402,22976,112489,-12.766,-27.242,0.195,0.023,-0.00011348334528126086,-0.0011856829927492274,0.20425108232804987,0.167,0.229,0.731,0.74,1.153,0.638,26.0,0.741,35.091,0.008,0.246,0.031
230505,3.85,-0.77,3.0,56.498,3.645,10536,53329,0.949,-16.516,0.695,1.152,1.779867844242826e-05,-0.001567548346146545,0.19756605224174464,0.554,0.22,2.514,6.93,0.995,6.968,1.37,2.168,0.632,363.333,0.347,1048.104
230512,3.85,-0.77,3.0,4.239,1.057,7645,28261,0.727,-14.457,-0.141,0.094,2.5708563977300853e-05,-0.0018910474753719752,0.27051413608860264,0.993,0.406,2.446,2.52,0.679,3.703,0.366,2.262,0.162,16.182,0.194,83.563
230519,3.85,-0.77,5.0,46.34,0.211,21961,119040,-3.914,-14.922,-1.227,-0.07,-3.2880144508936064e-05,-0.0006794727585264787,0.1844842069892473,0.391,0.245,1.594,0.84,5.3,0.158,79.0,0.282,280.511,48.65,0.263,184.746
230526,3.85,-0.77,3.0,26.372,8.819,2723,10088,-1.172,-7.758,-0.152,1.18,-0.00011616525454903098,-0.002849000355765699,0.26992466296590006,0.262,0.348,0.754,1.14,2.116,0.538,0.794,0.355,2.234,0.116,0.723,0.161
230602,3.85,-0.77,3.5,10.67,0.23,737,3927,0.234,-4.445,0.27,0.102,5.968387425993087e-05,-0.0060316421620590244,0.1876750700280112,0.062,0.187,0.33,0.18,0.679,0.268,0.02,0.703,0.029,0.049,0.223,0.217
230616,3.85,-0.77,2.0,106.657,0.827,55216,232410,7.594,-35.129,0.281,0.023,3.267385106734865e-05,-0.0006362102235071697,0.23758013854825524,0.156,0.285,0.546,1.2,3.967,0.301,31.0,1.254,24.721,14.818,0.386,38.358
230915,3.85,-0.77,5.0,631.669,4.444,12014,85097,-2.809,-11.893,0.189,-0.066,-3.30045081366705e-05,-0.0009898952190868467,0.1411800651021775,0.345,0.226,1.532,11.32,4.347,2.604,0.103,0.563,0.183,0.263,0.301,0.875
240119,3.85,-0.77,3.0,2.903,0.099,16982,97631,14.07,-36.668,0.281,1.172,0.00014411644084694514,-0.002159238410062861,0.17394065409552295,0.139,0.522,0.267,0.13,1.581,0.085,0.03,1.23,0.024,0.07,0.266,0.262
240621,3.85,-0.77,10.0,44.14,6.22,25873,36030,19.459,-10.75,0.25,0.404,0.0005400754700130534,-0.0004154962723190561,0.7180960310852068,1.354,2.75,0.492,17.55,9.37,1.873,0.017,0.4,0.043,0.069,0.993,0.069
250117,3.85,-0.77,25.0,41.689,10.421,10428,25307,3.779,-13.798,0.457,0.014,0.00014933772550424531,-0.0013231610479673115,0.4120599043742838,2.402,1.209,1.987,71.33,1.697,42.043,0.009,1.372,0.006,0.6,2.152,0.279
