ExpDate,Current Stock Price,Current SP % Change(LAC),Maximum Pain,Bonsai Ratio,Bonsai Ratio 2,ITM OI,Total OI,Net_IV,Net ITM IV,Net IV MP,Net IV LAC,Net_IV/OI,Net ITM_IV/ITM_OI,ITM Contracts %,PCR-Vol,PCR-OI,PCR Vol/OI,ITM PCR-Vol,ITM PCR-OI,ITM PCR Vol/OI,PCR @MP-Vol,PCR @MP-OI,PCR @MP Vol/OI ,PCR @LAC-Vol,PCR @LAC-OI,PCR @LAC Vol/OI 
230421,206.99,-0.12,200.0,0.485,0.293,22152.0,122839.0,37.556,57.4,0.403,0.176,0.0003057343655455357,0.002591204831504615,0.18033360740481444,1.312,0.837,1.567,0.51,1.037,0.496,0.364,1.748,0.208,0.179,0.828,0.216
230428,206.99,-0.12,200.0,0.33,0.367,7195.0,28263.0,10.997,17.228,0.099,0.038,0.00038910057727341453,0.002394497355850146,0.2545731167958108,1.397,0.873,1.6,0.68,0.591,1.15,0.75,2.385,0.314,0.25,0.563,0.444
230505,206.99,-0.12,200.0,0.116,0.577,1445.0,9816.0,6.787,9.065,0.12,0.07,0.0006913791548924027,0.006273396112673011,0.14720863895680522,0.593,0.931,0.637,0.19,0.344,0.541,1.923,2.82,0.682,0.029,0.455,0.064
230512,206.99,-0.12,215.0,1.059,0.623,1227.0,4839.0,4.312,5.691,0.066,0.095,0.0008910236466012235,0.004638375930599596,0.25356478611283323,0.812,0.993,0.817,0.36,2.352,0.154,0.737,0.706,1.044,1.222,0.74,1.652
230519,206.99,-0.12,200.0,0.266,2.422,28133.0,102370.0,8.219,20.861,0.07,0.076,8.028952912649887e-05,0.0007415075477706133,0.27481684087134906,0.219,0.962,0.228,0.1,0.559,0.179,0.001,1.406,0.001,0.911,0.928,0.981
230526,206.99,-0.12,200.0,0.035,2.732,314.0,1662.0,2.693,4.334,0.091,0.109,0.0016200962857132782,0.013803491107916378,0.18892900120336945,0.436,1.181,0.369,0.05,0.377,0.128,0.158,1.867,0.085,0.2,0.877,0.228
230602,206.99,-0.12,190.0,0.005,0.204,229.0,648.0,1.615,3.158,0.184,0.072,0.0024916788228352867,0.01379167064416877,0.3533950617283951,0.5,0.912,0.549,0.06,0.036,1.606,0.019,0.984,0.019,0.05,0.619,0.081
230616,206.99,-0.12,220.0,0.483,0.58,24479.0,117785.0,0.101,7.705,0.072,0.081,8.540749502701744e-07,0.0003147679396683526,0.20782782187884705,0.58,1.375,0.422,0.8,0.48,1.67,0.123,0.579,0.213,0.31,4.802,0.065
230818,206.99,-0.12,200.0,0.227,0.152,4668.0,42512.0,3.199,3.216,0.085,0.091,7.52558879758973e-05,0.0006889485379621933,0.10980429055325555,0.968,0.867,1.118,0.38,0.504,0.749,0.043,2.437,0.018,2.0,1.349,1.482
230915,206.99,-0.12,220.0,1.084,0.214,6982.0,43621.0,6.419,8.676,0.082,0.09,0.00014715256774472794,0.0012425886529525284,0.16006052130854406,0.698,1.159,0.602,0.86,1.02,0.843,0.621,0.39,1.59,0.4,2.847,0.14
231117,206.99,-0.12,200.0,0.84,0.38,1257.0,14447.0,6.062,7.311,0.106,0.11,0.00041959718843772865,0.0058158824875132855,0.08700768325603932,1.09,2.242,0.486,1.47,1.394,1.056,8.333,8.271,1.008,13.5,1.338,10.089
240119,206.99,-0.12,225.0,0.092,0.904,55934.0,201020.0,12.331,13.252,0.115,0.116,6.134156212253055e-05,0.00023691886024803827,0.27825092030643717,2.546,1.151,2.212,0.95,0.285,3.324,0.2,0.811,0.247,1.0,2.286,0.438
240621,206.99,-0.12,290.0,0.456,0.452,3931.0,12208.0,5.597,8.029,0.163,0.131,0.0004584765301275691,0.0020425388676796946,0.3220019659239843,1.643,1.253,1.312,0.74,1.27,0.582,2.0,9.172,0.218,2.0,1.49,1.342
250117,206.99,-0.12,230.0,1.208,0.802,13280.0,43179.0,9.188,13.445,0.149,0.146,0.0002127936458170211,0.0010124317702327869,0.30755691424071885,1.008,2.118,0.476,2.62,0.986,2.653,1.104,0.916,1.205,2.5,4.546,0.55
